feature_id,text_id,duplicate_group,source,split,baseline_active,direction,fraction,sign,dose,interaction_norm,normalization_only_norm,pre_norm_interaction_norm,beyond_gain_norm,max_constraint_error,combined_nll_change,context_nll_change
28027,3,3,fineweb-edu-sample,check,True,random_0,0.005,1,0.1,0.0008300879325905263,3.844384073399806e-06,0.15146718567563192,0.00024860155650934846,6.729324545060906e-08,0.0033416748046875,0.0033054351806640625
28027,3,3,fineweb-edu-sample,check,True,random_0,0.01,-1,-0.1,0.001341729124630143,7.539457464619587e-06,0.24583585221440069,0.0003680798215013702,3.641484164428205e-08,-0.00557708740234375,-0.0054340362548828125
28027,3,3,fineweb-edu-sample,check,True,random_0,0.01,-1,0.1,0.001344595899675666,1.1296613445741781e-05,0.2496913274661438,0.00037772326043047455,6.717506079847167e-08,-0.00533294677734375,-0.0054340362548828125
28027,3,3,fineweb-edu-sample,check,True,random_0,0.01,1,-0.1,0.0017102050692438654,8.869683855885637e-06,0.30817115192379757,0.0005164498809476386,6.719906442603043e-08,0.006954193115234375,0.0070362091064453125
28027,3,3,fineweb-edu-sample,check,True,random_0,0.01,1,0.1,0.0017464157501584914,8.231485606018099e-06,0.31628492171959827,0.0005295650511342605,3.3177429573927424e-08,0.007068634033203125,0.0070362091064453125
28027,3,3,fineweb-edu-sample,check,True,random_1,0.005,-1,-0.1,0.000261970923755327,2.9102696456274276e-06,0.11962742707252771,1.2786420919581832e-05,2.941221699526153e-08,0.0022068023681640625,0.0023040771484375
28027,3,3,fineweb-edu-sample,check,True,random_1,0.005,-1,0.1,0.00021887409912985206,1.5078914929239175e-06,0.0956109439891308,9.204037354141043e-05,6.729671733252326e-08,0.002353668212890625,0.0023040771484375
28027,3,3,fineweb-edu-sample,check,True,random_1,0.005,1,-0.1,0.0003426679685262884,2.2492363767758854e-06,0.13644825198034788,7.964259249087619e-05,6.729048265742009e-08,-0.002471923828125,-0.0023746490478515625
28027,3,3,fineweb-edu-sample,check,True,random_1,0.005,1,0.1,0.0002860153582730486,4.915124923727108e-06,0.11668927457570559,1.0981290033968458e-05,3.238884360712291e-08,-0.0023212432861328125,-0.0023746490478515625
28027,3,3,fineweb-edu-sample,check,True,random_1,0.01,-1,-0.1,0.0004544087994204032,2.9490749542362644e-06,0.21562408571464092,0.00011787804065893867,6.731188699373269e-08,0.004436492919921875,0.004535675048828125
28027,3,3,fineweb-edu-sample,check,True,random_1,0.01,-1,0.1,0.0004228274687738847,1.2839233415447482e-06,0.1664581907277298,0.0002942011226655869,2.713372142727385e-08,0.00458526611328125,0.004535675048828125
28027,3,3,fineweb-edu-sample,check,True,random_1,0.01,1,-0.1,0.0007686224518127486,1.2839233415447482e-06,0.28391364186121587,0.0002556504561056356,6.126883032173883e-08,-0.00490570068359375,-0.0048084259033203125
28027,3,3,fineweb-edu-sample,check,True,random_1,0.01,1,0.1,0.0006435592300797808,3.996623662529042e-06,0.24384767122157872,0.00013088155839947608,3.205245601193979e-08,-0.0047588348388671875,-0.0048084259033203125
28027,3,3,fineweb-edu-sample,check,True,random_2,0.005,-1,-0.1,0.0009733661504808136,3.5762786865234375e-06,0.1256110781694014,9.155792656549392e-05,4.505065652062844e-08,0.0043544769287109375,0.0044765472412109375
28027,3,3,fineweb-edu-sample,check,True,random_2,0.005,-1,0.1,0.0010008070769725005,6.217195897295617e-06,0.13086962303913585,0.00010243596718325264,6.730594325017425e-08,0.0045490264892578125,0.0044765472412109375
28027,3,3,fineweb-edu-sample,check,True,random_2,0.005,1,-0.1,0.0010180520508721615,5.504320326144789e-06,0.13658225193821377,0.00013087289127258037,6.730532073759555e-08,-0.0042247772216796875,-0.0041484832763671875
28027,3,3,fineweb-edu-sample,check,True,random_2,0.005,1,0.1,0.0010580854298610015,2.5678466830894965e-06,0.14350262171314232,0.00013390268111143194,2.6927790395404536e-08,-0.004116058349609375,-0.0041484832763671875
28027,3,3,fineweb-edu-sample,check,True,random_2,0.01,-1,-0.1,0.0018750790476356803,7.3601479723134666e-06,0.23694124372498643,0.00015431534769811244,3.629676890108542e-08,0.0090484619140625,0.009195327758789062
28027,3,3,fineweb-edu-sample,check,True,random_2,0.01,-1,0.1,0.0019184910634746743,1.1093511699802248e-05,0.24490292367821645,0.00017638562026417643,6.731862701179375e-08,0.0092926025390625,0.009195327758789062
28027,3,3,fineweb-edu-sample,check,True,random_2,0.01,1,-0.1,0.0020446522131971137,1.0707622324412164e-05,0.279819200185447,0.00029196907296135695,6.729548877889763e-08,-0.007989883422851562,-0.007936477661132812
28027,3,3,fineweb-edu-sample,check,True,random_2,0.01,1,0.1,0.002133167641094072,7.936151970430965e-06,0.29606370119193826,0.0002965317873073066,2.100059592891057e-08,-0.007923126220703125,-0.007936477661132812
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.005,-1,-0.1,0.000918015591803929,2.384185791015625e-07,0.09177879398918737,0.0001584505170761709,3.67443494802175e-08,0.001033782958984375,0.0011138916015625
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.005,-1,0.1,0.0009906578863146055,3.814697265625e-06,0.10397309755867348,0.00018407745714683923,6.731913593261513e-08,0.001140594482421875,0.0011138916015625
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.005,1,-0.1,0.000979260829963154,3.015782985847835e-06,0.11883383476990621,0.0001527182615728807,6.729975056564686e-08,-0.0003032684326171875,-0.000186920166015625
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.005,1,0.1,0.0010590188564614119,4.76837158203125e-07,0.13192999981009498,0.00017315026503096493,5.226698264304883e-08,-0.0001125335693359375,-0.000186920166015625
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.01,-1,-0.1,0.001767046372097672,1.5078914929239175e-06,0.1569801437188894,0.00032768207400265246,6.717014486372313e-08,0.003147125244140625,0.003208160400390625
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.01,-1,0.1,0.0018969565349757447,4.862803948967728e-06,0.177032099820258,0.00037598850059722974,3.751057592192689e-08,0.003208160400390625,0.003208160400390625
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.01,1,-0.1,0.001995546772133537,6.271813601477578e-06,0.2599613413245133,0.00029354223478883615,2.4242699784777244e-08,0.0003833770751953125,0.000514984130859375
28027,3,3,fineweb-edu-sample,check,True,approx_spectrum_matched,0.01,1,0.1,0.002169328320332661,1.3486991523486091e-06,0.28905421322465824,0.0003402977910420805,6.717751371253112e-08,0.0006103515625,0.000514984130859375
28027,3,3,fineweb-edu-sample,check,True,leading_pc,0.005,-1,-0.1,0.002467144086245335,3.724217260316207e-06,0.44867162972479585,0.0004727702224346722,6.719392021510252e-08,-0.0011386871337890625,-0.001010894775390625
28027,3,3,fineweb-edu-sample,check,True,leading_pc,0.005,-1,0.1,0.0027085509073975244,3.724217260316207e-06,0.4940847508500812,0.0005123592544770934,2.3586421483499445e-08,-0.0009326934814453125,-0.001010894775390625
28027,3,3,fineweb-edu-sample,check,True,leading_pc,0.005,1,-0.1,0.002186171864455232,4.454026625697471e-06,0.40177232941403435,0.0003079506152607408,3.902627010357414e-08,0.001537322998046875,0.0016078948974609375
28027,3,3,fineweb-edu-sample,check,True,leading_pc,0.005,1,0.1,0.0023983713261465467,3.4385216478958026e-06,0.4398968173345818,0.0003331636484725412,6.717446442762485e-08,0.001636505126953125,0.0016078948974609375
28027,3,3,fineweb-edu-sample,check,True,leading_pc,0.01,-1,-0.1,0.005259904042881449,5.068848520629239e-06,0.9503219888584085,0.0011673298428824792,1.8706331705864443e-08,-0.0014820098876953125,-0.001323699951171875
