feature_id,n_points,fit_status,converged,is_bimodal_candidate,gmm_random_seed,gmm_n_init,activation_population,activation_storage_mode,rank_censored,log_mean_low,log_mean_high,log_variance_low,log_variance_high,log_std_low,log_std_high,component_weight_low,component_weight_high,minimum_component_weight,mode_separation,n_iter_1,n_iter_2,bic_1,bic_2,delta_bic,bimodality_score,activation_min,activation_p50,activation_p95,activation_max,candidate_delta_bic_threshold,candidate_min_component_weight,candidate_min_separation,n_documents,discovery_variance_log1p,selected_candidate
625,2210,ok,True,True,20260907,5,analysis_activations,positive,False,4.303235940606042,5.330782899430645,0.09705253157624436,0.1476617678887601,0.3115325529960623,0.38426783353379984,0.5506048182460296,0.4493951817539705,0.4493951817539705,2.937561734954629,2,4,4154.872725079991,3818.339423142152,336.53330193783904,336.53330193783904,44.84034729003906,109.44830322265625,336.29127197265615,497.2431640625,10.0,0.1,2.0,430,0.3812266,False
630,1878,ok,True,True,20260907,5,analysis_activations,positive,False,4.3479319295285705,4.905147160283814,0.02318020751930019,0.1105666319358883,0.15225047625311453,0.3325156115671688,0.5646703359918499,0.4353296640081501,0.4353296640081501,2.154746642034623,2,11,1619.0217504230768,1128.7354818305396,490.2862685925372,490.2862685925372,61.12004089355469,88.51717376708984,204.1654067993163,417.9572448730469,10.0,0.1,2.0,373,0.137618,False
639,2170,ok,True,True,20260907,5,analysis_activations,positive,False,4.265032137954647,4.935362066133225,0.04731336760156979,0.0966122199903029,0.21751636168704594,0.3108250633238943,0.5682210186828732,0.4317789813171269,0.4317789813171269,2.4988178636364298,2,4,2438.450395247633,2182.7828896286574,255.6675056189756,255.6675056189756,49.0123291015625,89.04338836669922,203.7536880493159,379.032958984375,10.0,0.1,2.0,399,0.17892535,False
661,485,ok,True,True,20260907,5,analysis_activations,positive,False,4.393522010217644,5.469354132497911,0.10691736697968715,0.16208588439458843,0.3269822120233563,0.40259891256011665,0.49933565303869915,0.5006643469613009,0.49933565303869915,2.933463849405086,2,4,972.4727689551239,922.0802677976837,50.392501157440165,50.392501157440165,46.31915283203125,134.48236083984375,406.2622558593747,531.1909790039062,10.0,0.1,2.0,126,0.42476565,False
710,1527,ok,True,True,20260907,5,analysis_activations,positive,False,4.292198566584383,4.995652571118135,0.04956160079412927,0.12420713042293441,0.22262434905941728,0.35243031995407886,0.5784441739806124,0.4215558260193876,0.4215558260193876,2.3865189601916916,2,5,1903.3732635242568,1685.7618025130903,217.6114610111665,217.6114610111665,51.04692077636719,89.62770080566406,228.016000366211,423.45941162109375,10.0,0.1,2.0,215,0.20182687,False
711,2270,ok,True,True,20260907,5,analysis_activations,positive,False,4.064706825705388,5.003760227420106,0.11423986866819341,0.16323693024023364,0.3379938885071643,0.40402590293226703,0.5197923560535427,0.4802076439464573,0.4802076439464573,2.521110901060347,2,4,4124.864608267053,3971.5616063419598,153.3030019250932,153.3030019250932,31.486404418945312,87.23738098144531,252.61659851074214,425.25592041015625,10.0,0.1,2.0,226,0.35803536,False
713,225,ok,True,True,20260907,5,analysis_activations,positive,False,4.452521894909229,5.328429251908859,0.08475531654447639,0.19102492377137423,0.29112766365372494,0.4370639813246731,0.6180462461166563,0.3819537538833437,0.3819537538833437,2.358802607017935,2,4,383.2518518697279,366.0429245423136,17.2089273274143,17.2089273274143,52.928955078125,107.12939453125,319.59121093749997,587.6878051757812,10.0,0.1,2.0,83,0.30782518,False
718,3490,ok,True,True,20260907,5,analysis_activations,positive,False,4.2178544340830735,4.896476397104604,0.04077142821218571,0.16806110339213506,0.20191936066703883,0.4099525623680563,0.6189509833709671,0.38104901662903284,0.38104901662903284,2.1001186529185043,2,8,4266.549574267547,3371.3535489848546,895.1960252826921,895.1960252826921,49.67078399658203,77.95696640014648,213.18036499023427,685.271240234375,10.0,0.1,2.0,468,0.19794655,True
743,984,ok,True,True,20260907,5,analysis_activations,positive,False,4.48093243665523,5.768268917502809,0.09796206617011993,0.13985029886066513,0.31298892339844864,0.37396563860957216,0.5514133918003036,0.44858660819969637,0.44858660819969637,3.733273937239679,2,3,2175.3502664078615,1873.6935605105143,301.65670589734714,301.65670589734714,55.96830749511719,135.80661010742188,504.1041290283203,666.1170043945312,10.0,0.1,2.0,279,0.5272147,False
751,779,ok,True,True,20260907,5,analysis_activations,positive,False,4.187099409661745,5.390056362950995,0.09393588532832414,0.18201209534027113,0.3064896169992128,0.42662875587596194,0.5810518234530927,0.4189481765469073,0.4189481765469073,3.23855647223482,2,4,1657.281583219639,1463.4186394034925,193.86294381614653,193.86294381614653,42.30938720703125,94.02999877929688,367.03385009765617,537.0985107421875,10.0,0.1,2.0,303,0.4837247,False
763,653,ok,True,True,20260907,5,analysis_activations,positive,False,4.259099680356547,4.8082967942980455,0.02294356287463832,0.10156482841084133,0.15147132690591417,0.3186923726900933,0.6384580656695388,0.36154193433046133,0.36154193433046133,2.201121081096134,2,8,486.9278664676759,301.77856705209865,185.14929941557727,185.14929941557727,55.79756164550781,77.81202697753906,173.9105590820312,342.2059326171875,10.0,0.1,2.0,238,0.12117526,False
778,1051,ok,True,True,20260907,5,analysis_activations,positive,False,4.402256526720604,5.427206298719156,0.05332116705636765,0.15563223436684248,0.23091376541117606,0.3945025150323411,0.5998569213705152,0.4001430786294848,0.4001430786294848,3.170975294747263,2,8,1882.33865075898,1527.2238778924773,355.1147728665028,355.1147728665028,57.8255615234375,103.06617736816406,356.2216339111328,646.8984985351562,10.0,0.1,2.0,324,0.34674475,False
787,1425,ok,True,True,20260907,5,analysis_activations,positive,False,4.259184455384841,5.00388472010695,0.04511232661429734,0.1453138518618882,0.21239662571306858,0.38120054021720406,0.5067512220644139,0.49324877793558614,0.49324877793558614,2.413421515246713,2,12,1983.624540835724,1756.3735514911575,227.2509893445665,227.2509893445665,50.73674011230469,93.6915283203125,245.16215209960936,501.20196533203125,10.0,0.1,2.0,385,0.23331873,False
